 Campaign_ID ,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks ,Spend,Conversions,Active,Clicks,Campaign_Tag
CMP-01007,Q1_BlackFriday_CMP-01007,1/14/2023 0:00,1/26/2023,Google Ads,28139,1030,694.93,66,Yes,28220,GO
CMP-01008,Q3_Winter_CMP-01008,6/4/2023 0:00,6/20/2023,Facebook,78149,3283,2267.39,226,1,,FA
CMP-01009,Q3_Summer_CMP-01009,4/7/2023 0:00,4/20/2023,Facebook,57138,2085,1634.48,,TRUE,,FA
CMP-01010,Q4_Launch_CMP-01010,1/28/2023 0:00,2/14/2023,Google Ads,77125,1055,"$1,254.39 ",173,No,,GO
CMP-01011,Q1_Summer_CMP-01011,5/3/2023 0:00,6/2/2023,Tik_Tok,14918,505,822.24,93,No,,TI
CMP-01012,Q2_Winter_CMP-01012,9/13/2023,9/21/2023,Instagram,86655,2771,"$5,149.37 ",414,Y,,IN
CMP-01013,Q3_Summer_CMP-01013,1/7/2023 0:00,2/6/2023,Email,28446,1308,2293,86,No,,EM
CMP-01014,Q2_Launch_CMP-01014,3/9/2023 0:00,4/8/2023,Google Ads,14046,367,291.89,55,Yes,,GO
CMP-01015,Q1_BlackFriday_CMP-01015,8/4/2023 0:00,7/30/2023,Instagram,25818,589,684.26,85,0,,IN
CMP-01016,Q2_Launch_CMP-01016,8/30/2023 0:00,9/4/2023,Tik_Tok,5324,212,169.41,36,Yes,,TI
CMP-01017,Q2_Summer_CMP-01017,1/9/2023,9/5/2023,Email,77323,2049,1837.35,,Yes,,EM
CMP-01018,Q3_BlackFriday_CMP-01018,21/04/2023,4/22/2023,Facebook,10111,362,454.43,65,No,,FA
CMP-01019,Q3_Summer_CMP-01019,1/31/2023 0:00,2/6/2023,N/A,39110,1402,844.23,157,TRUE,,XX
CMP-01020,Q3_Launch_CMP-01020,5/27/2023 0:00,5/30/2023,TikTok,17389,791,654.36,122,No,,TI
CMP-01021,Q1_Launch_CMP-01021,8/1/2023 0:00,8/20/2023,TikTok,42427,1440,2740.42,,TRUE,,TI
CMP-01022,Q1_Summer_CMP-01022,11/24/2023 0:00,11/19/2023,Email,80579,2424,2906.8,484,TRUE,,EM
CMP-01023,Q1_Winter_CMP-01023,23/05/2023,6/14/2023,Instagram,29746,462,$539.65 ,35,TRUE,,IN
CMP-01024,Q1_Winter_CMP-01024,2/10/2023 0:00,2/17/2023,TikTok,88886,1300,678.41,66,1,,TI
CMP-01025,Q3_Summer_CMP-01025,3/21/2023 0:00,4/5/2023,TikTok,1117,18,15.68,1,FALSE,,TI
CMP-01026,Q2_Summer_CMP-01026,11/21/2023 0:00,12/13/2023,Google Ads,85471,1442,2594.79,239,No,,GO
CMP-01027,Q2_BlackFriday_CMP-01027,26/11/2023,12/14/2023,Email,14234,505,$377.21 ,59,1,,EM
CMP-01028,Q4_Summer_CMP-01028,12/24/2023 0:00,1/5/2024,TikTok,54441,2158,"$2,422.76 ",252,Yes,,TI
CMP-01029,Q2_BlackFriday_CMP-01029,3/5/2023,2/28/2023,TikTok,1846,57,29.73,,1,,TI
CMP-01030,Q2_Winter_CMP-01030,2/14/2023 0:00,2/23/2023,Facebook,11954,515,627.01,96,Y,,FA
CMP-01031,Q3_Summer_CMP-01031,11/10/2023 0:00,11/26/2023,TikTok,80239,3983,2117.09,385,0,,TI
CMP-01032,Q4_BlackFriday_CMP-01032,12/3/2023 0:00,12/6/2023,Facebook,47514,2033,3515.9,165,TRUE,,FA
CMP-01033,Q2_BlackFriday_CMP-01033,12/29/2023,1/24/2024,Facebook,89236,3372,5858.11,597,No,,FA
CMP-01034,Q2_BlackFriday_CMP-01034,9/12/2023 0:00,10/4/2023,Google Ads,98579,3085,5187.78,573,Y,,GO
CMP-01035,Q4_Winter_CMP-01035,5/13/2023 0:00,5/19/2023,Facebook,7469,208,192.41,27,No,7539,FA
CMP-01036,Q2_BlackFriday_CMP-01036,5/18/2023 0:00,6/6/2023,Facebook,31105,416,730.44,60,0,,FA
CMP-01037,Q2_Winter_CMP-01037,1/16/2023 0:00,1/30/2023,Email,43101,1119,1470.92,99,Y,,EM
CMP-01038,Q3_BlackFriday_CMP-01038,26/09/2023,9/30/2023,Facebook,65323,3031,3215.02,515,No,,FA
CMP-01039,Q4_BlackFriday_CMP-01039,12/31/2023 0:00,1/18/2024,Email,92922,3932,5654.2,569,Yes,,EM
CMP-01040,Q1_Launch_CMP-01040,9/12/2023 0:00,9/14/2023,TikTok,59067,1101,570.88,138,TRUE,,TI
CMP-01041,Q3_BlackFriday_CMP-01041,9/13/2023 0:00,9/21/2023,Facebook,50376,1443,1030.94,85,Y,,FA
CMP-01042,Q3_Launch_CMP-01042,3/22/2023 0:00,3/29/2023,Email,46587,1987,3205.91,372,Yes,,EM
CMP-01043,Q2_Summer_CMP-01043,10/21/2023 0:00,10/26/2023,N/A,37976,482,417.53,68,TRUE,,XX
CMP-01044,Q4_Winter_CMP-01044,18/09/2023,9/28/2023,Instagram,68584,1748,2441.98,137,FALSE,,IN
CMP-01045,Q2_Launch_CMP-01045,1/7/2023 0:00,1/12/2023,Email,79477,3502,"$3,773.94 ",493,Yes,,EM
CMP-01046,Q3_BlackFriday_CMP-01046,7/16/2023 0:00,8/9/2023,Email,43533,1138,2028.15,172,1,43575,EM
CMP-01047,Q2_BlackFriday_CMP-01047,1/19/2023 0:00,2/11/2023,TikTok,2828,37,$71.36 ,4,No,,TI
CMP-01048,Q3_Summer_CMP-01048,12/2/2023 0:00,12/15/2023,TikTok,2917,92,167.93,14,TRUE,,TI
CMP-01049,Q2_BlackFriday_CMP-01049,8/2/2023 0:00,8/3/2023,Facebook,21618,961,870.6,131,Y,,FA
CMP-01050,Q2_Launch_CMP-01050,2/9/2023 0:00,2/21/2023,Instagram,33254,1117,883.82,214,0,,IN
CMP-01051,Q3_Summer_CMP-01051,12/11/2023 0:00,12/13/2023,Email,48362,921,"$1,115.93 ",53,Y,,EM
CMP-01052,Q1_Winter_CMP-01052,9/22/2023 0:00,10/9/2023,Google Ads,21128,536,273.9,35,1,,GO
CMP-01053,Q4_Winter_CMP-01053,2/5/2023 0:00,3/3/2023,Facebook,60383,1691,910.97,128,No,,FA
CMP-01054,Q4_BlackFriday_CMP-01054,6/9/2023 0:00,6/10/2023,Google Ads,66545,2207,2935.17,338,1,,GO
CMP-01055,Q3_Launch_CMP-01055,1/5/2023 0:00,1/9/2023,Google Ads,83180,3358,"$4,300.50 ",493,Y,,GO
CMP-01056,Q1_BlackFriday_CMP-01056,6/5/2023 0:00,6/22/2023,Instagram,88958,1241,2471.91,228,No,,IN
CMP-01057,Q1_BlackFriday_CMP-01057,7/8/2023 0:00,7/30/2023,TikTok,10865,495,$397.37 ,79,0,,TI
CMP-01058,Q1_Winter_CMP-01058,4/11/2023 0:00,4/20/2023,Facebook,3219,33,29.28,4,TRUE,,FA
CMP-01059,Q4_Launch_CMP-01059,5/6/2023 0:00,5/25/2023,Google Ads,40809,1012,678.35,201,No,,GO
CMP-01060,Q3_BlackFriday_CMP-01060,1/13/2023 0:00,1/30/2023,Facebook,6287,69,129.47,6,Yes,,FA
CMP-01061,Q1_Winter_CMP-01061,12/22/2023 0:00,12/23/2023,Facebook,35387,910,1516.71,159,No,,FA
CMP-01062,Q3_BlackFriday_CMP-01062,1/1/2023 0:00,1/11/2023,TikTok,9512,295,511.39,33,1,,TI
CMP-01063,Q2_Launch_CMP-01063,6/7/2023 0:00,7/6/2023,Google Ads,2342,71,131.64,10,1,,GO
CMP-01064,Q2_Summer_CMP-01064,5/2/2023 0:00,5/28/2023,Facebook,64076,1065,1371.03,169,1,,FA
CMP-01065,Q4_Launch_CMP-01065,3/14/2023,3/19/2023,Instagram,20216,724,$852.00 ,105,0,,IN
CMP-01066,Q4_Launch_CMP-01066,4/29/2023 0:00,5/10/2023,Email,94070,1109,1104.11,78,No,,EM
CMP-01067,Q4_Winter_CMP-01067,12/25/2023 0:00,1/24/2024,Email,80767,3269,4523.71,380,No,,EM
CMP-01068,Q3_BlackFriday_CMP-01068,2/13/2023 0:00,2/21/2023,TikTok,98829,4730,5588.11,634,FALSE,,TI
CMP-01069,Q3_Launch_CMP-01069,11/23/2023,12/21/2023,Google Ads,27614,651,766.45,115,0,,GO
CMP-01070,Q4_BlackFriday_CMP-01070,18/10/2023,11/3/2023,TikTok,37258,1143,2177.86,133,TRUE,,TI
CMP-01071,Q1_Winter_CMP-01071,12/6/2023 0:00,1/1/2024,Facebook,94789,2384,4710.9,447,TRUE,,FA
CMP-01072,Q1_Launch_CMP-01072,5/14/2023 0:00,5/21/2023,TikTok,43078,442,749.07,51,TRUE,,TI
CMP-01073,Q4_BlackFriday_CMP-01073,7/21/2023 0:00,7/28/2023,Facebook,84524,2149,3513.91,284,TRUE,,FA
CMP-01074,Q4_Summer_CMP-01074,6/12/2023 0:00,7/4/2023,N/A,97573,4065,6182.2,688,TRUE,,INVALID
CMP-01075,Q2_Winter_CMP-01075,4/14/2023 0:00,4/30/2023,Instagram,13219,447,$334.85 ,61,Y,,IN
CMP-01076,Q3_Winter_CMP-01076,2/25/2023 0:00,3/13/2023,Instagram,1235,17,10.01,3,1,,IN
CMP-01077,Q2_Winter_CMP-01077,8/27/2023 0:00,9/12/2023,TikTok,43929,1927,2960.04,287,0,,TI
CMP-01078,Q3_Summer_CMP-01078,7/3/2023 0:00,7/10/2023,Email,68444,2138,3406.22,274,Y,,EM
CMP-01079,Q1_BlackFriday_CMP-01079,6/7/2023 0:00,6/11/2023,Instagram,9567,417,237.88,22,0,,IN
CMP-01080,Q2_BlackFriday_CMP-01080,2/16/2023 0:00,2/22/2023,Instagram,71792,2384,"$4,510.71 ",267,FALSE,,IN
CMP-01081,Q4_Launch_CMP-01081,12/27/2023,1/9/2024,Email,66441,2151,1369.57,204,No,,EM
CMP-01082,Q2_Launch_CMP-01082,6/17/2023 0:00,7/5/2023,Email,85555,1215,1128.55,,Yes,,EM
CMP-01083,Q1_Winter_CMP-01083,7/2/2023,2/28/2023,Facebook,74698,1247,"$1,881.21 ",101,1,,FA
CMP-01084,Q2_Winter_CMP-01084,6/3/2023 0:00,6/24/2023,Email,6415,313,236.26,25,FALSE,,EM
CMP-01085,Q3_BlackFriday_CMP-01085,1/16/2023 0:00,1/11/2023,Insta_gram,37159,711,414.6,55,Y,,IN
CMP-01086,Q1_Winter_CMP-01086,10/12/2023 0:00,11/9/2023,TikTok,44925,2205,2197.77,151,Yes,,TI
CMP-01087,Q2_Winter_CMP-01087,8/25/2023 0:00,9/20/2023,Google Ads,6951,217,357.82,20,No,,GO
CMP-01088,Q4_Summer_CMP-01088,4/3/2023,3/7/2023,TikTok,88388,1363,1527.27,249,FALSE,,TI
CMP-01089,Q2_Winter_CMP-01089,4/24/2023 0:00,4/29/2023,Instagram,9007,125,184.93,20,No,,IN
CMP-01090,Q3_Summer_CMP-01090,7/10/2023 0:00,8/1/2023,Email,42832,786,1076.37,125,No,,EM
CMP-01091,Q4_Winter_CMP-01091,2/13/2023 0:00,2/18/2023,Instagram,59596,2802,1494.38,475,0,,IN
CMP-01092,Q3_Summer_CMP-01092,8/2/2023,3/8/2023,Email,31523,837,1659.61,75,Yes,,EM
CMP-01093,Q4_Launch_CMP-01093,2/3/2023 0:00,2/20/2023,Facebook,89861,2319,1303.61,424,0,,FA
CMP-01094,Q2_Launch_CMP-01094,7/3/2023,3/12/2023,Facebook,87740,1976,"$3,856.57 ",139,No,,FA
CMP-01095,Q4_Launch_CMP-01095,6/19/2023 0:00,7/17/2023,Email,16524,262,347.1,26,FALSE,,EM
CMP-01096,Q2_Summer_CMP-01096,1/26/2023 0:00,2/20/2023,TikTok,20282,598,"$1,162.95 ",,No,,INVALID
CMP-01097,Q4_Winter_CMP-01097,7/22/2023 0:00,7/25/2023,Email,24930,378,254.07,24,Y,,EM
CMP-01098,Q3_Winter_CMP-01098,8/7/2023 0:00,8/23/2023,Google Ads,1077,46,56.84,,No,,GO
CMP-01099,Q4_BlackFriday_CMP-01099,4/6/2023 0:00,4/23/2023,Google Ads,21611,536,404.28,,0,,GO
CMP-01100,Q3_Launch_CMP-01100,18/03/2023,3/21/2023,TikTok,17984,449,$258.83 ,75,Yes,18015,TI
CMP-01101,Q4_Summer_CMP-01101,11/14/2023 0:00,12/3/2023,Google Ads,15060,436,621.86,54,FALSE,,GO
CMP-01102,Q3_Launch_CMP-01102,9/13/2023 0:00,9/19/2023,TikTok,83985,2331,1892.01,,0,,TI
CMP-01103,Q1_Winter_CMP-01103,1/2/2023,2/9/2023,Gogle,85056,4235,5850.85,678,No,,GO
CMP-01104,Q2_Winter_CMP-01104,7/16/2023 0:00,8/6/2023,Instagram,44303,1409,$941.98 ,,Y,,IN
CMP-01105,Q3_BlackFriday_CMP-01105,9/27/2023 0:00,10/22/2023,Facebook,60207,814,812.36,100,1,,FA
CMP-01106,Q3_Summer_CMP-01106,10/6/2023 0:00,10/20/2023,Facebook,76046,2606,4358.4,159,Y,,FA
CMP-01107,Q4_Summer_CMP-01107,1/1/2024 0:00,1/28/2024,Instagram,30287,486,$561.61 ,69,No,,IN
CMP-01108,Q2_Winter_CMP-01108,9/6/2023 0:00,9/27/2023,TikTok,94709,1064,"$1,533.88 ",159,Y,,TI
CMP-01109,Q4_Winter_CMP-01109,6/14/2023 0:00,6/26/2023,Email,40711,1987,2923.25,212,1,,EM
CMP-01110,Q1_Winter_CMP-01110,6/13/2023,6/8/2023,Facebook,12954,530,935.79,102,Y,,FA
CMP-01111,Q3_Launch_CMP-01111,24/05/2023,6/20/2023,TikTok,74340,3657,3610.86,662,1,,TI
CMP-01112,Q1_BlackFriday_CMP-01112,8/30/2023 0:00,9/8/2023,Google Ads,73101,2128,3257.85,332,No,73116,GO
CMP-01113,Q4_Winter_CMP-01113,4/30/2023 0:00,5/14/2023,TikTok,72520,2269,4407.36,356,1,,TI
CMP-01114,Q4_Winter_CMP-01114,12/3/2023 0:00,12/5/2023,Google Ads,88062,1473,2349.97,129,0,,GO
CMP-01115,Q3_BlackFriday_CMP-01115,1/29/2023 0:00,2/23/2023,Facebook,19574,389,480.34,57,0,,FA
CMP-01116,Q4_Launch_CMP-01116,10/22/2023 0:00,11/5/2023,Google Ads,10184,443,640.61,,1,,GO
CMP-01117,Q1_BlackFriday_CMP-01117,7/1/2023 0:00,7/3/2023,Tik_Tok,20096,487,783.84,34,FALSE,,TI
CMP-01118,Q4_Winter_CMP-01118,3/30/2023 0:00,4/27/2023,Facebook,68728,2960,4198.5,591,Yes,,FA
CMP-01119,Q2_Launch_CMP-01119,12/24/2023 0:00,1/4/2024,Google Ads,35016,1343,705.09,192,FALSE,,GO
CMP-01120,Q1_Launch_CMP-01120,12/27/2023 0:00,1/21/2024,Email,12246,209,$165.56 ,23,1,,EM
CMP-01121,Q1_BlackFriday_CMP-01121,10/16/2023 0:00,10/29/2023,Instagram,46558,1410,2419.14,131,Yes,,IN
CMP-01122,Q1_Launch_CMP-01122,9/10/2023 0:00,9/11/2023,TikTok,19381,718,$652.64 ,100,0,,TI
CMP-01123,Q1_Winter_CMP-01123,20/01/2023,1/27/2023,Facebook,37455,726,1159.67,41,Yes,,FA
CMP-01124,Q3_Winter_CMP-01124,4/30/2023,5/22/2023,Email,93263,4031,"$4,265.52 ",258,1,,EM
CMP-01125,Q4_Launch_CMP-01125,2/9/2023,9/26/2023,Instagram,5018,159,203.97,8,0,,IN
CMP-01126,Q1_Launch_CMP-01126,11/11/2023 0:00,12/11/2023,TikTok,12302,204,-122.8,25,Yes,,TI
CMP-01127,Q4_Launch_CMP-01127,4/1/2023 0:00,4/13/2023,Google Ads,68506,2282,1761.34,319,Yes,,GO
CMP-01128,Q1_BlackFriday_CMP-01128,15/06/2023,6/28/2023,TikTok,42157,2107,4078.72,125,FALSE,,TI
CMP-01129,Q4_BlackFriday_CMP-01129,3/17/2023 0:00,4/1/2023,Instagram,55917,895,1642.51,141,Yes,,IN
CMP-01130,Q1_Launch_CMP-01130,2/26/2023 0:00,3/18/2023,Email,93738,3999,5912.17,338,No,,EM
CMP-01131,Q3_Launch_CMP-01131,2/7/2023 0:00,3/6/2023,Email,97646,1786,2124.39,272,1,,EM
CMP-01132,Q3_BlackFriday_CMP-01132,7/22/2023 0:00,8/19/2023,Facebook,84122,3473,5256.88,685,TRUE,,FA
CMP-01133,Q1_Winter_CMP-01133,6/15/2023 0:00,6/23/2023,Facebook,25519,1005,1435.06,154,TRUE,,FA
CMP-01134,Q4_Launch_CMP-01134,8/12/2023 0:00,9/5/2023,Email,97809,2153,2912.64,392,TRUE,,EM
CMP-01135,Q1_Winter_CMP-01135,11/29/2023 0:00,12/29/2023,Email,88487,2038,1199.9,391,1,,EM
CMP-01136,Q1_BlackFriday_CMP-01136,10/15/2023 0:00,10/20/2023,Google Ads,57819,2411,3494.03,296,TRUE,,GO
CMP-01137,Q3_Winter_CMP-01137,7/2/2023 0:00,7/18/2023,Facebook,81910,2330,"$3,852.38 ",361,FALSE,,FA
CMP-01138,Q4_Launch_CMP-01138,3/31/2023 0:00,4/20/2023,Email,72324,2837,5648.81,504,1,,EM
CMP-01139,Q1_Launch_CMP-01139,5/31/2023 0:00,6/26/2023,Email,6408,102,52.7,,No,,EM
CMP-01140,Q3_Summer_CMP-01140,12/26/2023 0:00,1/12/2024,Facebook,60379,2662,4246.58,237,0,,FA
CMP-01141,Q1_Launch_CMP-01141,18/10/2023,11/16/2023,Facebook,26053,1001,"$1,359.04 ",192,No,,FA
CMP-01142,Q4_BlackFriday_CMP-01142,11/5/2023 0:00,11/19/2023,Google Ads,10446,483,555.97,,1,,GO
CMP-01143,Q1_BlackFriday_CMP-01143,11/10/2023 0:00,12/1/2023,N/A,1922,29,-20.05,2,1,,XX
CMP-01144,Q3_Launch_CMP-01144,9/12/2023 0:00,10/10/2023,Email,99723,3362,3744.02,394,Yes,,EM
CMP-01145,Q3_BlackFriday_CMP-01145,5/2/2023 0:00,5/27/2023,Google Ads,52356,1778,1834.12,301,Yes,,GO
CMP-01146,Q1_BlackFriday_CMP-01146,11/22/2023,12/13/2023,Facebook,11789,284,271.01,37,Yes,,FA
CMP-01147,Q2_BlackFriday_CMP-01147,12/29/2023 0:00,1/4/2024,Insta_gram,98720,2797,4464.91,412,Y,,IN
CMP-01148,Q3_Launch_CMP-01148,6/21/2023 0:00,6/29/2023,TikTok,67656,779,1208.3,127,FALSE,,TI
CMP-01149,Q1_Launch_CMP-01149,5/8/2023 0:00,5/28/2023,Gogle,45028,1793,2480.67,256,1,,GO
CMP-01150,Q3_BlackFriday_CMP-01150,2/25/2023,3/14/2023,Instagram,65484,2093,3993.44,274,No,,IN
CMP-01151,Q1_Summer_CMP-01151,8/13/2023 0:00,8/23/2023,Email,33154,408,418.11,,1,,EM
CMP-01152,Q3_Summer_CMP-01152,7/31/2023 0:00,8/16/2023,Instagram,83870,3122,2702.72,,Yes,,IN
CMP-01153,Q4_Winter_CMP-01153,10/7/2023 0:00,11/1/2023,TikTok,3336,95,140.97,13,1,,TI
CMP-01154,Q2_Summer_CMP-01154,10/23/2023 0:00,10/26/2023,Instagram,68779,782,624.21,81,0,68831,IN
CMP-01155,Q1_Winter_CMP-01155,3/25/2023 0:00,4/8/2023,Google Ads,20029,977,950.15,108,1,,GO
CMP-01156,Q2_Launch_CMP-01156,1/18/2023 0:00,2/7/2023,Facebok,60201,2887,2416.14,564,No,,FA
CMP-01157,Q4_BlackFriday_CMP-01157,23/02/2023,2/24/2023,TikTok,33265,1015,612.79,67,TRUE,,TI
CMP-01158,Q3_Launch_CMP-01158,3/29/2023 0:00,4/12/2023,Email,44872,616,1072.61,,0,,INVALID
CMP-01159,Q2_Launch_CMP-01159,2/8/2023 0:00,2/11/2023,Google Ads,47197,1896,1671.91,234,0,,GO
CMP-01160,Q1_Summer_CMP-01160,2/17/2023 0:00,3/7/2023,Instagram,56180,1667,2016.31,292,1,,IN
CMP-01161,Q3_BlackFriday_CMP-01161,9/5/2023 0:00,9/8/2023,Instagram,24710,546,308.48,40,Y,,IN
CMP-01162,Q1_Winter_CMP-01162,12/1/2023 0:00,12/24/2023,Facebook,30486,904,"$1,400.30 ",82,Yes,,FA
CMP-01163,Q1_Launch_CMP-01163,22/03/2023,4/20/2023,Email,72907,2252,"$2,242.64 ",,FALSE,,EM
CMP-01164,Q1_BlackFriday_CMP-01164,6/19/2023 0:00,7/14/2023,Facebook,72895,2369,"$3,830.92 ",369,FALSE,,FA
CMP-01165,Q3_Launch_CMP-01165,12/23/2023 0:00,12/28/2023,Email,65435,1809,2023.56,155,TRUE,,EM
CMP-01166,Q4_Summer_CMP-01166,10/4/2023 0:00,10/29/2023,Facebook,41631,1425,"$1,130.93 ",154,FALSE,,FA
CMP-01167,Q2_BlackFriday_CMP-01167,2/5/2023,5/23/2023,Email,21103,986,1251.99,114,FALSE,,EM
CMP-01168,Q1_Launch_CMP-01168,7/21/2023 0:00,7/23/2023,Facebook,65772,1610,1120.17,295,Yes,,FA
CMP-01169,Q1_Winter_CMP-01169,20/03/2023,4/1/2023,TikTok,15382,600,696.49,67,Yes,,TI
CMP-01170,Q3_BlackFriday_CMP-01170,1/2/2023 0:00,1/11/2023,Facebook,85291,3904,3810.14,280,Y,,FA
CMP-01171,Q2_Summer_CMP-01171,12/5/2023 0:00,12/18/2023,Facebook,4756,134,250.3,17,No,,FA
CMP-01172,Q3_Launch_CMP-01172,19/02/2023,2/28/2023,TikTok,21609,599,$354.24 ,116,TRUE,,TI
CMP-01173,Q2_Launch_CMP-01173,3/29/2023 0:00,4/13/2023,Email,17478,595,916.91,83,FALSE,,EM
CMP-01174,Q3_Winter_CMP-01174,8/31/2023 0:00,9/21/2023,Facebook,40666,1368,1059.01,270,Y,,FA
CMP-01175,Q3_Summer_CMP-01175,7/23/2023 0:00,8/18/2023,Facebook,76683,3240,3170.56,570,TRUE,,FA
CMP-01176,Q4_Winter_CMP-01176,16/05/2023,6/15/2023,Google Ads,72315,2101,2359.99,116,0,,GO
CMP-01177,Q3_BlackFriday_CMP-01177,10/6/2023 0:00,10/17/2023,TikTok,78834,3929,7315.89,584,FALSE,,TI
CMP-01178,Q1_Launch_CMP-01178,7/15/2023 0:00,7/25/2023,TikTok,15153,187,$161.54 ,17,FALSE,,TI
CMP-01179,Q2_Summer_CMP-01179,5/15/2023 0:00,6/11/2023,Email,77325,783,498.74,104,Yes,,EM
CMP-01180,Q4_Winter_CMP-01180,5/18/2023 0:00,6/5/2023,E-mail,13999,498,487.06,45,1,,E-
CMP-01181,Q3_BlackFriday_CMP-01181,12/23/2023,1/12/2024,TikTok,56318,1235,$811.41 ,126,TRUE,,TI
CMP-01182,Q4_BlackFriday_CMP-01182,6/26/2023 0:00,7/7/2023,TikTok,1814,35,$24.25 ,6,FALSE,,TI
CMP-01183,Q1_Winter_CMP-01183,10/29/2023,11/28/2023,Email,77077,1732,2356.86,140,TRUE,77120,EM
CMP-01184,Q2_Summer_CMP-01184,7/18/2023 0:00,7/28/2023,Facebook,91474,1851,1094.59,,No,,FA
CMP-01185,Q3_Winter_CMP-01185,10/2/2023 0:00,10/30/2023,Google Ads,3443,38,20.76,2,Y,,GO
CMP-01186,Q1_BlackFriday_CMP-01186,10/21/2023 0:00,10/16/2023,Facebook,76993,3761,5910.87,239,Y,,FA
CMP-01187,Q4_Launch_CMP-01187,2/10/2023 0:00,2/27/2023,Email,76916,1448,"$1,509.50 ",258,1,,EM
CMP-01188,Q3_Launch_CMP-01188,1/18/2023 0:00,2/3/2023,Email,74319,2925,2012.58,422,FALSE,,EM
CMP-01189,Q4_Summer_CMP-01189,10/20/2023 0:00,11/2/2023,Instagram,18368,743,654.15,120,No,,IN
CMP-01190,Q3_BlackFriday_CMP-01190,3/3/2023 0:00,3/28/2023,N/A,16328,770,1126.61,62,Yes,,XX
CMP-01191,Q3_BlackFriday_CMP-01191,3/27/2023 0:00,4/24/2023,Google Ads,57942,650,593.65,84,FALSE,,GO
CMP-01192,Q4_Winter_CMP-01192,6/3/2023,4/2/2023,TikTok,92751,4162,5168.3,668,TRUE,,TI
CMP-01193,Q4_Launch_CMP-01193,2/10/2023 0:00,3/5/2023,TikTok,28306,880,600.64,126,0,,TI
CMP-01194,Q2_Winter_CMP-01194,11/18/2023 0:00,12/7/2023,Instagram,86451,3051,4216.91,,Y,,IN
CMP-01195,Q4_BlackFriday_CMP-01195,6/13/2023 0:00,7/6/2023,Facebook,40915,1463,1425.13,283,TRUE,,FA
CMP-01196,Q4_Summer_CMP-01196,4/2/2023,2/22/2023,Email,38219,1635,2355.14,247,1,,INVALID
CMP-01197,Q1_Launch_CMP-01197,10/12/2023 0:00,11/11/2023,Google Ads,81879,1910,3271.05,355,Y,,GO
CMP-01198,Q3_Summer_CMP-01198,5/22/2023 0:00,6/13/2023,Email,65644,2581,3658.49,411,Yes,,EM
CMP-01199,Q2_BlackFriday_CMP-01199,1/7/2023 0:00,1/27/2023,Instagram,61279,1908,1800.43,,Y,,IN
CMP-01200,Q3_BlackFriday_CMP-01200,9/25/2023 0:00,10/15/2023,Email,54028,2254,1991.67,139,0,,EM
CMP-01201,Q3_Launch_CMP-01201,3/18/2023 0:00,4/9/2023,Google Ads,1126,55,54.51,5,No,,GO
CMP-01202,Q4_Summer_CMP-01202,2/21/2023 0:00,3/19/2023,Email,53329,961,717.8,171,FALSE,,EM
CMP-01203,Q2_Winter_CMP-01203,2/21/2023 0:00,3/12/2023,Instagram,28632,1425,1099.75,,0,,IN
CMP-01204,Q3_Launch_CMP-01204,6/26/2023 0:00,7/1/2023,Email,66310,901,1519.12,60,No,,EM
CMP-01205,Q4_Summer_CMP-01205,12/2/2023 0:00,12/18/2023,Email,56176,566,$609.64 ,55,0,,EM
CMP-01206,Q3_Launch_CMP-01206,1/20/2023 0:00,1/31/2023,TikTok,87066,1024,"$1,181.69 ",,FALSE,,TI
CMP-01207,Q2_Launch_CMP-01207,11/13/2023 0:00,11/16/2023,Instagram,45327,1072,1491.23,202,Y,,IN
CMP-01208,Q2_Launch_CMP-01208,1/20/2023 0:00,2/12/2023,Instagram,69904,2468,3416.9,444,1,,IN
CMP-01209,Q1_Summer_CMP-01209,12/20/2023 0:00,1/5/2024,Google Ads,4797,61,36.66,7,FALSE,,GO
CMP-01210,Q4_Winter_CMP-01210,5/18/2023,5/29/2023,TikTok,48882,499,871.91,29,FALSE,,TI
CMP-01211,Q2_Summer_CMP-01211,6/5/2023 0:00,6/23/2023,TikTok,14718,698,534.66,109,No,,TI
CMP-01212,Q3_Winter_CMP-01212,12/23/2023 0:00,1/9/2024,Google Ads,35560,1524,2414.94,,Yes,,GO
CMP-01213,Q2_Launch_CMP-01213,4/27/2023 0:00,5/17/2023,Email,77589,3287,"$5,453.15 ",642,Y,,EM
CMP-01214,Q4_BlackFriday_CMP-01214,8/15/2023 0:00,9/5/2023,N/A,23116,1048,1647.82,140,FALSE,,XX
CMP-01215,Q2_Launch_CMP-01215,8/2/2023,2/11/2023,Google Ads,37244,1415,1936.38,142,1,,GO
CMP-01216,Q3_BlackFriday_CMP-01216,8/15/2023 0:00,8/24/2023,TikTok,2645,37,19.31,,TRUE,,TI
CMP-01217,Q3_Summer_CMP-01217,9/6/2023 0:00,9/27/2023,Facebook,48523,1259,1310.07,247,Y,,FA
CMP-01218,Q3_Launch_CMP-01218,1/29/2023 0:00,2/7/2023,Facebook,20256,788,1108.92,121,Yes,,FA
CMP-01219,Q2_Launch_CMP-01219,6/9/2023 0:00,7/9/2023,Instagram,54173,1149,1242.27,173,0,,IN
CMP-01220,Q4_Launch_CMP-01220,9/26/2023,10/5/2023,Instagram,38430,1440,2585.12,123,FALSE,,IN
